CGNX,Cognex Corporation,37.6,$3.19B,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx,
CGO,Calamos Global Total Return Fund,11.11,$94.05M,2005,n/a,n/a,http://www.nasdaq.com/symbol/cgo,
CHCI,"Comstock Holding Companies, Inc.",1.786,$6.08M,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci,
CHCO,City Holding Company,50.14,$751.17M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco,
CHDN,"Churchill Downs, Incorporated",146.01,$2.42B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn,
CHEF,"The Chefs&#39; Warehouse, Inc.",19.21,$504.88M,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef,
CHEK,Check-Cap Ltd.,2.9,$34.25M,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chek,
CHEKW,Check-Cap Ltd.,0.625,n/a,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chekw,
CHEV,Cheviot Financial Corp,14.86,$101.09M,2004,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chev,
CHFC,Chemical Financial Corporation,38.61,$1.47B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc,
CHFN,Charter Financial Corp.,13.31,$199.93M,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chfn,
CHI,Calamos Convertible Opportunities and Income Fund,9.77,$668.82M,2002,n/a,n/a,http://www.nasdaq.com/symbol/chi,
CHKE,Cherokee Inc.,16.89,$147.28M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/chke,
CHKP,Check Point Software Technologies Ltd.,83.83,$15.41B,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chkp,
CHMA,"Chiasma, Inc.",3.5,$84.96M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/chma,
CHMG,Chemung Financial Corp,26.99,$126.61M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chmg,
CHNR,"China Natural Resources, Inc.",1.5317,$38.16M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/chnr,
CHRS,"Coherus BioSciences, Inc.",20.46,$800.06M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs,
CHRW,"C.H. Robinson Worldwide, Inc.",75.71,$10.84B,1997,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/chrw,
CHSCL,CHS Inc,27.74,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscl,
CHSCM,CHS Inc,26.57,$504.83M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscm,
CHSCN,CHS Inc,27.69,$465.19M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscn,
CHSCO,CHS Inc,28.25,$319.77M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chsco,
CHSCP,CHS Inc,31.59,$228.47M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscp,
CHTR,"Charter Communications, Inc.",210.07,$23.62B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr,
CHUY,"Chuy&#39;s Holdings, Inc.",29.89,$494.37M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/chuy,
CHW,Calamos Global Dynamic Income Fund,7.15,$421.9M,2007,n/a,n/a,http://www.nasdaq.com/symbol/chw,
CHY,Calamos Convertible and High Income Fund,10.54,$764.24M,2003,n/a,n/a,http://www.nasdaq.com/symbol/chy,
CIBR,First Trust NASDAQ Cybersecurity ETF,16.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cibr,
CID,Victory CEMP International High Div Volatility Wtd Index ETF,33.2285,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cid,
CIDM,Cinedigm Corp,0.191,$14.99M,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/cidm,
CIFC,CIFC LLC,7.13,$181.21M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cifc,
CIGI,Colliers International Group Inc. ,39.7,$1.48B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi,
CIL,Victory CEMP International Volatility Wtd Index ETF,34.1699,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cil,
CINF,Cincinnati Financial Corporation,64.5,$10.6B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf,
CISG,CNinsure Inc.,7.52,$434.3M,2007,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/cisg,
CIVB,"Civista Bancshares, Inc. ",11.495,$90.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civb,
CIVBP,"Civista Bancshares, Inc. ",35.99,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civbp,
CIZ,Victory CEMP Developed Enhanced Volatility Wtd Index ETF,30.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciz,
CIZN,Citizens Holding Company,21.64,$105.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn,
CJJD,"China Jo-Jo Drugstores, Inc.",1.65,$29.26M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cjjd,
CKEC,"Carmike Cinemas, Inc.",29.99,$737.7M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/ckec,
CLAC,Capitol Acquisition Corp. III,9.75,$396.09M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/clac,
CLACU,Capitol Acquisition Corp. III,9.75,$243.75M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/clacu,
CLACW,Capitol Acquisition Corp. III,0.37,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/clacw,
CLBH,Carolina Bank Holdings Inc.,16.2,$81.6M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/clbh,
CLBS,"Caladrius Biosciences, Inc.",0.69,$40.73M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/clbs,
CLCD,"CoLucid Pharmaceuticals, Inc.",7,$106.92M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clcd,
CLCT,"Collectors Universe, Inc.",17.84,$158.74M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct,
CLDX,"Celldex Therapeutics, Inc.",3.96,$390.87M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx,
CLFD,"Clearfield, Inc.",16.73,$229.28M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd,
CLIR,ClearSign Combustion Corporation,4.53,$58.3M,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir,
CLLS,Cellectis S.A.,27.87,$980.43M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/clls,
CLMS,"Calamos Asset Management, Inc.",9.14,$187.64M,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/clms,
CLMT,"Calumet Specialty Products Partners, L.P.",4.8,$364.25M,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/clmt,
CLNE,Clean Energy Fuels Corp.,2.86,$278.45M,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne,
CLNT,"Cleantech Solutions International, Inc.",1.21,$5.33M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt,
CLRB,"Cellectar Biosciences, Inc.",1.86,$1.6M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrb,
CLRBW,"Cellectar Biosciences, Inc.",0.6499,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbw,
CLRBZ,"Cellectar Biosciences, Inc.",0.628,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbz,
CLRO,"ClearOne, Inc.",10.4001,$95.53M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clro,
CLSN,Celsion Corporation,1.53,$35.84M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsn,
CLUB,"Town Sports International Holdings, Inc.",3.75,$93.76M,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club,
CLVS,"Clovis Oncology, Inc.",14.39,$551.99M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs,
CLWT,Euro Tech Holdings Company Limited,3.3,$6.81M,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt,
CMCO,Columbus McKinnon Corporation,16.71,$335.99M,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco,
CMCSA,Comcast Corporation,61.05,$148.07B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa,
CMCT,CIM Commercial Trust Corporation,18.62,$1.82B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct,
CME,CME Group Inc.,94.12,$31.85B,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,
CMFN,CM Finance Inc,9.17,$125.43M,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn,
CMLS,Cumulus Media Inc.,0.4,$93.77M,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls,
CMPR,Cimpress N.V,95.81,$3B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/cmpr,
CMRX,"Chimerix, Inc.",6.03,$278.48M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmrx,
CMTL,Comtech Telecommunications Corp.,24.22,$391.45M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl,
CNAT,Conatus Pharmaceuticals Inc.,2.94,$61.18M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat,
CNBKA,"Century Bancorp, Inc.",43.13,$240.14M,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka,
CNCE,"Concert Pharmaceuticals, Inc.",14.48,$321.52M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce,
CNCR,Loncar Cancer Immunotherapy ETF,23.4916,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr,
CNET,"ChinaNet Online Holdings, Inc.",0.7,$21.25M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/cnet,
CNFR,"Conifer Holdings, Inc.",6.6999,$51.22M,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cnfr,
CNIT,"China Information Technology, Inc.",1.48,$49.67M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnit,
CNLM,CB Pharma Acquisition Corp.,10.15,$56.19M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/cnlm,
CNLMR,CB Pharma Acquisition Corp.,0.14,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/cnlmr,
CNLMU,CB Pharma Acquisition Corp.,10.24,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cnlmu,
CNLMW,CB Pharma Acquisition Corp.,0.0584,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/cnlmw,
CNMD,CONMED Corporation,44.18,$1.22B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd,
CNOB,"ConnectOne Bancorp, Inc.",17.19,$517.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob,
CNSL,"Consolidated Communications Holdings, Inc.",23.79,$1.2B,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl,
CNTF,China TechFaith Wireless Communication Technology Limited,4.15,$43.93M,2005,n/a,n/a,http://www.nasdaq.com/symbol/cntf,
CNTY,"Century Casinos, Inc.",6.07,$148.25M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cnty,
CNV,Cnova N.V.,3.265,$1.44B,2014,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cnv,
CNXR,"Connecture, Inc.",2.31,$51.08M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnxr,
CNYD,"China Yida Holding, Co.",3.15,$12.33M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cnyd,
COB,CommunityOne Bancorp,13.35,$324.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob,
COBZ,CoBiz Financial Inc.,12.45,$511.93M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz,
COHR,"Coherent, Inc.",96.9,$2.34B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr,
COHU,"Cohu, Inc.",11.54,$302.92M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu,
COKE,Coca-Cola Bottling Co. Consolidated,160.94,$1.5B,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,
COLB,"Columbia Banking System, Inc.",31.72,$1.83B,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb,
COLL,"Collegium Pharmaceutical, Inc.",18.43,$433.24M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll,
COLM,Columbia Sportswear Company,62.55,$4.34B,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm,
COMM,"CommScope Holding Company, Inc.",26.88,$5.15B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm,
COMT,iShares Commodities Select Strategy ETF,31.38,$251.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt,
CONE,CyrusOne Inc,43.78,$3.16B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone,
CONN,"Conn&#39;s, Inc.",14.91,$457.11M,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn,
COOL,Majesco Entertainment Company,0.829,$9.89M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool,
CORE,"Core-Mark Holding Company, Inc.",79.69,$1.84B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core,
CORI,"Corium International, Inc.",4.33,$96.21M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori,
CORT,Corcept Therapeutics Incorporated,5.09,$558.17M,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort,
COSI,"Cosi, Inc.",0.7352,$35.15M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi,
COST,Costco Wholesale Corporation,152.6,$67B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost,
COVS,Covisint Corporation,1.81,$73.18M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs,
COWN,"Cowen Group, Inc.",3.83,$410.05M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown,
COWNL,"Cowen Group, Inc.",25.5601,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl,
COYN,"COPsync, Inc.",1.82,$15.79M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coyn,
COYNW,"COPsync, Inc.",0.499,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coynw,
CPAH,CounterPath Corporation,2.24,$10.16M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah,
CPHC,Canterbury Park Holding Corporation,10.62,$45.22M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/cphc,
CPHD,CEPHEID,36.59,$2.66B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cphd,
CPHR,Cipher Pharmaceuticals Inc.,5.901,$153.84M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphr,
CPIX,Cumberland Pharmaceuticals Inc.,4.68,$76.32M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix,
CPLA,Capella Education Company,54.95,$644.97M,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla,
CPLP,Capital Product Partners L.P.,2.74,$336.61M,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp,
CPRT,"Copart, Inc.",42.4,$4.75B,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt,
CPRX,"Catalyst Pharmaceuticals, Inc.",0.63,$52.21M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx,
CPSH,CPS Technologies Corp.,1.962,$25.89M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh,
CPSI,"Computer Programs and Systems, Inc.",53.54,$718.77M,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi,
CPSS,"Consumer Portfolio Services, Inc.",4.2,$105.78M,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss,
CPST,Capstone Turbine Corporation,1.67,$34.94M,2000,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cpst,
CPTA,Capitala Finance Corp.,13.59,$214.62M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cpta,
CPXX,Celator Pharmaceuticals Inc.,15.56,$566.17M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpxx,
CRAI,"CRA International,Inc.",19.67,$175.61M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai,
CRAY,Cray Inc,39.3,$1.6B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",2.25,$84.61M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp,
CRDC,"Cardica, Inc.",3.4,$3.03M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/crdc,
CRDS,"Crossroads Systems, Inc.",0.185,$4.53M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds,
CREE,"Cree, Inc.",24.59,$2.48B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree,
CREG,China Recycling Energy Corporation,0.2932,$24.36M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg,
CRESY,Cresud S.A.C.I.F. y A.,10.89,$539.06M,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy,
CRIS,"Curis, Inc.",2.09,$269.66M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris,
CRME,Cardiome Pharma Corporation,4.36,$86.87M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme,
CRMT,"America&#39;s Car-Mart, Inc.",26.99,$219.74M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt,
CRNT,Ceragon Networks Ltd.,1.2,$93.16M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/crnt,
CROX,"Crocs, Inc.",9.84,$718.42M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox,
CRTN,"Cartesian, Inc.",1.81,$16.1M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/crtn,
CRTO,Criteo S.A.,42.24,$2.64B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto,
CRUS,"Cirrus Logic, Inc.",33.91,$2.14B,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus,
CRVL,CorVel Corp.,44.43,$869.81M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl,
CRVS,"Corvus Pharmaceuticals, Inc.",14.39,$293.65M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs,
CRWN,"Crown Media Holdings, Inc.",5.08,$1.83B,2000,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn,
CRWS,"Crown Crafts, Inc.",9.3098,$93.07M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws,
CRZO,"Carrizo Oil & Gas, Inc.",35.67,$2.08B,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo,
CSA,Victory CEMP US Small Cap Volatility Wtd Index ETF,34.3786,$1.76B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csa,
CSAL,"Communications Sales & Leasing,Inc.",23.54,$3.54B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/csal,
CSB,Victory CEMP US Small Cap High Div Volatility Wtd Index ETF,35.159,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csb,
CSBK,Clifton Bancorp Inc.,15.09,$374.82M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk,
CSBR,"Champions Oncology, Inc.",3.88,$33.76M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/csbr,
CSCD,"Cascade Microtech, Inc.",20.76,$330.33M,2004,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cscd,
CSCO,"Cisco Systems, Inc.",28.45,$143.16B,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco,
CSF,Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF,33.5462,$18.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf,
CSFL,"CenterState Banks, Inc.",15.98,$729.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl,
CSGP,"CoStar Group, Inc.",182.99,$5.95B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp,
CSGS,"CSG Systems International, Inc.",45.2,$1.46B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs,
CSII,"Cardiovascular Systems, Inc.",14.77,$482.94M,1981,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii,
CSIQ,Canadian Solar Inc.,18.74,$1.05B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq,
CSOD,"Cornerstone OnDemand, Inc.",33.87,$1.86B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod,
CSPI,CSP Inc.,6.42,$23.65M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi,
CSQ,Calamos Strategic Total Return Fund,9.9,$1.53B,2004,n/a,n/a,http://www.nasdaq.com/symbol/csq,
CSTE,CaesarStone Sdot-Yam Ltd.,38.31,$1.35B,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste,
CSWC,Capital Southwest Corporation,14.15,$222.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cswc,
CSWI,"CSW Industrials, Inc.",32,$498.86M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi,
CSX,CSX Corporation,27.65,$26.43B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx,
CTAS,Cintas Corporation,89.83,$9.61B,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas,
CTBI,"Community Trust Bancorp, Inc.",36.21,$635.61M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi,
CTCM,"CTC Media, Inc.",1.95,$304.4M,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm,
CTG,"Computer Task Group, Incorporated",5.14,$97.88M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg,
CTHR,Charles & Colvard Ltd,1.16,$24.49M,1997,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cthr,
CTIB,CTI Industries Corporation,6.416,$21.63M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib,
CTIC,CTI BioPharma Corp.,0.53,$148.69M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic,
CTMX,"CytomX Therapeutics, Inc.",12.82,$462.52M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx,
CTRE,"CareTrust REIT, Inc.",13.08,$629.76M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre,
CTRL,Control4 Corporation,7.52,$176.3M,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl,
CTRN,"Citi Trends, Inc.",18.57,$276.84M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn,
CTRP,"Ctrip.com International, Ltd.",45.42,$17.29B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp,
CTRV,ContraVir Pharmaceuticals Inc,1.04,$28.39M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv,
CTSH,Cognizant Technology Solutions Corporation,60.63,$36.93B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,
CTSO,Cytosorbents Corporation,4.46,$113.31M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso,
CTWS,"Connecticut Water Service, Inc.",46.72,$523.72M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws,
CTXS,"Citrix Systems, Inc.",83.19,$12.81B,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs,
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.86,$38.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba,
CUBN,"Commerce Union Bancshares, Inc.",15.75,$118.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubn,
CUI,"CUI Global, Inc.",8.08,$168.7M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui,
CUNB,CU Bancorp (CA),23.49,$408.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb,
CUR,"Neuralstem, Inc.",0.625,$57.53M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cur,
CUTR,"Cutera, Inc.",12.15,$157.86M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr,
CVBF,CVB Financial Corporation,17.51,$1.86B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf,
CVCO,"Cavco Industries, Inc.",90.4,$805.66M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco,
CVCY,Central Valley Community Bancorp,12.37,$136.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy,
CVGI,"Commercial Vehicle Group, Inc.",2.62,$80.14M,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi,
CVGW,"Calavo Growers, Inc.",56.99,$993.64M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw,
CVLT,"CommVault Systems, Inc.",44.43,$2.01B,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt,
CVLY,"Codorus Valley Bancorp, Inc",20.99,$167.15M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly,
CVTI,"Covenant Transportation Group, Inc.",23.66,$428.94M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti,
